key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,line_ratio,multiplet,multiplet_term
FeII-2394,Fe II,2394.9763654339154,8.237,0.0,0.0,0.0,,,y4H*-h4G,11/2-9/2,E1,Sigut+03,,2394.247,Fe II,"Fe II$\,\lambda2394$",permitted,0.0,553,25,y4H*
FeII-2395,Fe II,2395.8705677914,6.085,0.0,0.0,0.0,,,c4P-u4P*,1/2-1/2,E1,Sigut+03,,2395.141,Fe II,"Fe II$\,\lambda2395$",permitted,0.0,2070,22,c4P
FeII-2395,Fe II,2396.150631180453,0.083,0.0,0.0,0.0,,,a6D-z6F*,5/2-3/2,E1,Sigut+03,,2395.421,Fe II,"Fe II$\,\lambda2395$",permitted,0.0,2210,10,a6D
FeII-2395,Fe II,2396.3526769143427,0.048,0.0,0.0,0.0,,,a6D-z6F*,7/2-9/2,E1,Sigut+03,,2395.623,Fe II,"Fe II$\,\lambda2395$",permitted,0.0,9120,10,a6D
FeII-2397,Fe II,2398.4941618136218,6.136,0.0,0.0,0.0,,,c4P-u4D*,3/2-1/2,E1,Sigut+03,,2397.764,Fe II,"Fe II$\,\lambda2397$",permitted,0.0,3260,22,c4P
FeII-2398,Fe II,2399.3843634718182,5.508,0.0,0.0,0.0,,,z4D*-4F,7/2-9/2,E1,Sigut+03,,2398.654,Fe II,"Fe II$\,\lambda2398$",permitted,0.0,1730,26,z4D*
FeII-2399,Fe II,2399.962494464162,0.386,0.0,0.0,0.0,,,a4F-z4D*,3/2-5/2,E1,Sigut+03,,2399.232,Fe II,"Fe II$\,\lambda2399$",permitted,0.0,1520,6,a4F
FeII-2399,Fe II,2399.974497183958,0.083,0.0,0.0,0.0,,,a6D-z6F*,5/2-5/2,E1,Sigut+03,,2399.244,Fe II,"Fe II$\,\lambda2399$",permitted,0.0,3750,10,a6D
FeII-2401,Fe II,2402.0219612734772,5.55,0.0,0.0,0.0,,,z4D*-4F,5/2-7/2,E1,Sigut+03,,2401.291,Fe II,"Fe II$\,\lambda2401$",permitted,0.0,1440,26,z4D*
FeII-2402,Fe II,2403.329257735259,0.352,0.0,0.0,0.0,,,a4F-z4D*,5/2-7/2,E1,Sigut+03,,2402.598,Fe II,"Fe II$\,\lambda2402$",permitted,0.0,3300,6,a4F
FeII-2404,Fe II,2405.164674148235,0.107,0.0,0.0,0.0,,,a6D-z6F*,3/2-1/2,E1,Sigut+03,,2404.433,Fe II,"Fe II$\,\lambda2404$",permitted,0.0,1800,10,a6D
FeII-2404,Fe II,2405.6197774341913,0.083,0.0,0.0,0.0,,,a6D-z6F*,5/2-7/2,E1,Sigut+03,,2404.888,Fe II,"Fe II$\,\lambda2404$",permitted,0.0,5160,10,a6D
FeII-2405,Fe II,2405.9478518991677,6.136,0.0,0.0,0.0,,,c4P-v4F*,3/2-5/2,E1,Sigut+03,,2405.216,Fe II,"Fe II$\,\lambda2405$",permitted,0.0,780,22,c4P
FeII-2405,Fe II,2406.4179586141195,5.582,0.0,0.0,0.0,,,z4D*-4F,3/2-5/2,E1,Sigut+03,,2405.686,Fe II,"Fe II$\,\lambda2405$",permitted,0.0,1020,26,z4D*
FeII-2406,Fe II,2407.39518049049,0.107,0.0,0.0,0.0,,,a6D-z6F*,3/2-3/2,E1,Sigut+03,,2406.663,Fe II,"Fe II$\,\lambda2406$",permitted,0.0,2230,10,a6D
FeII-2407,Fe II,2407.963309511297,6.085,0.0,0.0,0.0,,,c4P-y4S*,1/2-3/2,E1,Sigut+03,,2407.231,Fe II,"Fe II$\,\lambda2407$",permitted,0.0,895,22,c4P
FeII-2408,Fe II,2409.388633290101,5.603,0.0,0.0,0.0,,,z4D*-4F,1/2-3/2,E1,Sigut+03,,2408.656,Fe II,"Fe II$\,\lambda2408$",permitted,0.0,622,26,z4D*
FeII-2410,Fe II,2411.25505746616,0.107,0.0,0.0,0.0,,,a6D-z6F*,3/2-5/2,E1,Sigut+03,,2410.522,Fe II,"Fe II$\,\lambda2410$",permitted,0.0,3760,10,a6D
FeII-2411,Fe II,2411.8031820787623,0.121,0.0,0.0,0.0,,,a6D-z6F*,1/2-1/2,E1,Sigut+03,,2411.07,Fe II,"Fe II$\,\lambda2411$",permitted,0.0,1830,10,a6D
FeII-2413,Fe II,2414.045692097437,0.121,0.0,0.0,0.0,,,a6D-z6F*,1/2-3/2,E1,Sigut+03,,2413.312,Fe II,"Fe II$\,\lambda2413$",permitted,0.0,2240,10,a6D
FeII-2415,Fe II,2415.7950901873023,6.136,0.0,0.0,0.0,,,c4P-v4P*,3/2-5/2,E1,Sigut+03,,2415.061,Fe II,"Fe II$\,\lambda2415$",permitted,0.0,3020,22,c4P
FeII-2415,Fe II,2415.930120922665,6.136,0.0,0.0,0.0,,,c4P-u4P*,3/2-3/2,E1,Sigut+03,,2415.196,Fe II,"Fe II$\,\lambda2415$",permitted,0.0,971,22,c4P
FeII-2416,Fe II,2417.186406930292,5.546,0.0,0.0,0.0,,,z4F*-4F,7/2-9/2,E1,Sigut+03,,2416.452,Fe II,"Fe II$\,\lambda2416$",permitted,0.0,1090,27,z4F*
FeII-2418,Fe II,2419.16885845879,5.587,0.0,0.0,0.0,,,z4F*-4F,5/2-7/2,E1,Sigut+03,,2418.434,Fe II,"Fe II$\,\lambda2418$",permitted,0.0,916,27,z4F*
FeII-2418,Fe II,2419.3999110999375,6.136,0.0,0.0,0.0,,,c4P-u4P*,3/2-1/2,E1,Sigut+03,,2418.665,Fe II,"Fe II$\,\lambda2418$",permitted,0.0,3250,22,c4P
FeII-2424,Fe II,2424.879160418739,2.805,0.0,0.0,0.0,,,b4F-y4G*,9/2-11/2,E1,Sigut+03,,2424.143,Fe II,"Fe II$\,\lambda2424$",permitted,0.0,568,17,b4F
FeII-2430,Fe II,2431.134588970679,6.206,0.0,0.0,0.0,,,c4F-v4F*,3/2-3/2,E1,Sigut+03,,2430.397,Fe II,"Fe II$\,\lambda2430$",permitted,0.0,2820,21,c4F
FeII-2430,Fe II,2431.1996038306374,6.136,0.0,0.0,0.0,,,c4P-u4D*,3/2-5/2,E1,Sigut+03,,2430.462,Fe II,"Fe II$\,\lambda2430$",permitted,0.0,2850,22,c4P
FeII-2430,Fe II,2431.731725463306,6.136,0.0,0.0,0.0,,,c4P-y4S*,3/2-3/2,E1,Sigut+03,,2430.994,Fe II,"Fe II$\,\lambda2430$",permitted,0.0,1020,22,c4P
FeII-2438,Fe II,2439.2564472934714,6.223,0.0,0.0,0.0,,,c4P-v4F*,5/2-3/2,E1,Sigut+03,,2438.517,Fe II,"Fe II$\,\lambda2438$",permitted,0.0,5140,22,c4P
FeII-2438,Fe II,2439.341466767241,6.206,0.0,0.0,0.0,,,c4F-v4F*,3/2-5/2,E1,Sigut+03,,2438.602,Fe II,"Fe II$\,\lambda2438$",permitted,0.0,601,21,c4F
FeII-2439,Fe II,2440.0396266975063,3.151,0.0,0.0,0.0,,,a4G-y4H*,11/2-13/2,E1,Sigut+03,,2439.3,Fe II,"Fe II$\,\lambda2439$",permitted,0.0,722,7,a4G
FeII-2439,Fe II,2440.1836596953185,4.766,0.0,0.0,0.0,,,z6D*-d4D,9/2-7/2,E1,Sigut+03,,2439.444,Fe II,"Fe II$\,\lambda2439$",permitted,0.0,705,29,z6D*
FeII-2439,Fe II,2440.667770613652,6.206,0.0,0.0,0.0,,,c4F-u4D*,3/2-3/2,E1,Sigut+03,,2439.928,Fe II,"Fe II$\,\lambda2439$",permitted,0.0,969,21,c4F
FeII-2441,Fe II,2441.871046365447,5.482,0.0,0.0,0.0,,,z4F*-c4G,9/2-9/2,E1,Sigut+03,,2441.131,Fe II,"Fe II$\,\lambda2441$",permitted,0.0,1020,27,z4F*
FeII-2442,Fe II,2443.330380912419,6.214,0.0,0.0,0.0,,,c4F-v4F*,5/2-5/2,E1,Sigut+03,,2442.59,Fe II,"Fe II$\,\lambda2442$",permitted,0.0,2430,21,c4F
FeII-2443,Fe II,2444.6616862185915,6.214,0.0,0.0,0.0,,,c4F-u4D*,5/2-3/2,E1,Sigut+03,,2443.921,Fe II,"Fe II$\,\lambda2443$",permitted,0.0,1850,21,c4F
FeII-2444,Fe II,2445.257822963456,2.582,0.0,0.0,0.0,,,b4P-y4D*,5/2-7/2,E1,Sigut+03,,2444.517,Fe II,"Fe II$\,\lambda2444$",permitted,0.0,577,19,b4P
FeII-2445,Fe II,2446.019997825331,6.22,0.0,0.0,0.0,,,c4F-v4F*,7/2-5/2,E1,Sigut+03,,2445.279,Fe II,"Fe II$\,\lambda2445$",permitted,0.0,502,21,c4F
FeII-2446,Fe II,2447.2152721194398,2.656,0.0,0.0,0.0,,,a4H-z2I*,11/2-13/2,E1,Sigut+03,,2446.474,Fe II,"Fe II$\,\lambda2446$",permitted,0.0,788,8,a4H
FeII-2446,Fe II,2447.5173414521664,6.223,0.0,0.0,0.0,,,c4P-v4F*,5/2-5/2,E1,Sigut+03,,2446.776,Fe II,"Fe II$\,\lambda2446$",permitted,0.0,2750,22,c4P
FeII-2448,Fe II,2448.852648003278,6.223,0.0,0.0,0.0,,,c4P-u4D*,5/2-3/2,E1,Sigut+03,,2448.111,Fe II,"Fe II$\,\lambda2448$",permitted,0.0,6080,22,c4P
FeII-2449,Fe II,2450.471019677604,0.301,0.0,0.0,0.0,,,a4F-z6P*,7/2-5/2,E1,Sigut+03,,2449.729,Fe II,"Fe II$\,\lambda2449$",permitted,0.0,1260,6,a4F
FeII-2451,Fe II,2451.8443351914875,0.232,0.0,0.0,0.0,,,a4F-z6P*,9/2-7/2,E1,Sigut+03,,2451.102,Fe II,"Fe II$\,\lambda2451$",permitted,0.0,2080,6,a4F
FeII-2452,Fe II,2453.487712894203,6.214,0.0,0.0,0.0,,,c4F-v4P*,5/2-5/2,E1,Sigut+03,,2452.745,Fe II,"Fe II$\,\lambda2452$",permitted,0.0,630,21,c4F
FeII-2453,Fe II,2454.7239971357594,5.508,0.0,0.0,0.0,,,z4D*-c4G,7/2-9/2,E1,Sigut+03,,2453.981,Fe II,"Fe II$\,\lambda2453$",permitted,0.0,886,26,z4D*
FeII-2455,Fe II,2456.199336454615,6.22,0.0,0.0,0.0,,,c4F-v4P*,7/2-5/2,E1,Sigut+03,,2455.456,Fe II,"Fe II$\,\lambda2455$",permitted,0.0,774,21,c4F
FeII-2455,Fe II,2456.4573958194587,5.546,0.0,0.0,0.0,,,z4F*-c4G,7/2-7/2,E1,Sigut+03,,2455.714,Fe II,"Fe II$\,\lambda2455$",permitted,0.0,899,27,z4F*
FeII-2456,Fe II,2457.7096839540136,6.223,0.0,0.0,0.0,,,c4P-v4P*,5/2-5/2,E1,Sigut+03,,2456.966,Fe II,"Fe II$\,\lambda2456$",permitted,0.0,3800,22,c4P
FeII-2457,Fe II,2457.848715948908,6.223,0.0,0.0,0.0,,,c4P-u4P*,5/2-3/2,E1,Sigut+03,,2457.105,Fe II,"Fe II$\,\lambda2457$",permitted,0.0,4060,22,c4P
FeII-2457,Fe II,2458.325825752709,5.55,0.0,0.0,0.0,,,z4D*-c4G,5/2-7/2,E1,Sigut+03,,2457.582,Fe II,"Fe II$\,\lambda2457$",permitted,0.0,527,26,z4D*
FeII-2458,Fe II,2459.527102276203,3.198,0.0,0.0,0.0,,,a4G-y4H*,9/2-11/2,E1,Sigut+03,,2458.783,Fe II,"Fe II$\,\lambda2458$",permitted,0.0,526,7,a4G
FeII-2460,Fe II,2460.7623867133907,6.214,0.0,0.0,0.0,,,c4F-v4F*,5/2-7/2,E1,Sigut+03,,2460.018,Fe II,"Fe II$\,\lambda2460$",permitted,0.0,846,21,c4F
FeII-2460,Fe II,2461.1814832343775,5.482,0.0,0.0,0.0,,,z4F*-c4G,9/2-11/2,E1,Sigut+03,,2460.437,Fe II,"Fe II$\,\lambda2460$",permitted,0.0,6310,27,z4F*
FeII-2462,Fe II,2463.06391689486,5.587,0.0,0.0,0.0,,,z4F*-c4G,5/2-5/2,E1,Sigut+03,,2462.319,Fe II,"Fe II$\,\lambda2462$",permitted,0.0,650,27,z4F*
FeII-2462,Fe II,2463.4900150837634,6.22,0.0,0.0,0.0,,,c4F-v4F*,7/2-7/2,E1,Sigut+03,,2462.745,Fe II,"Fe II$\,\lambda2462$",permitted,0.0,3050,21,c4F
FeII-2472,Fe II,2473.359292168296,5.546,0.0,0.0,0.0,,,z4F*-c4G,7/2-9/2,E1,Sigut+03,,2472.612,Fe II,"Fe II$\,\lambda2472$",permitted,0.0,4360,27,z4F*
FeII-2472,Fe II,2473.654360330784,6.223,0.0,0.0,0.0,,,c4P-u4D*,5/2-5/2,E1,Sigut+03,,2472.907,Fe II,"Fe II$\,\lambda2472$",permitted,0.0,2840,22,c4P
FeII-2473,Fe II,2474.205487657255,6.223,0.0,0.0,0.0,,,c4P-y4S*,5/2-3/2,E1,Sigut+03,,2473.458,Fe II,"Fe II$\,\lambda2473$",permitted,0.0,896,22,c4P
FeII-2474,Fe II,2475.208719475793,0.352,0.0,0.0,0.0,,,a4F-z6P*,5/2-5/2,E1,Sigut+03,,2474.461,Fe II,"Fe II$\,\lambda2474$",permitted,0.0,1020,6,a4F
FeII-2475,Fe II,2475.8658713548975,5.613,0.0,0.0,0.0,,,z4F*-c4G,3/2-5/2,E1,Sigut+03,,2475.118,Fe II,"Fe II$\,\lambda2475$",permitted,0.0,2500,27,z4F*
FeII-2475,Fe II,2476.2889691525684,5.587,0.0,0.0,0.0,,,z4F*-c4G,5/2-7/2,E1,Sigut+03,,2475.541,Fe II,"Fe II$\,\lambda2475$",permitted,0.0,3090,27,z4F*
FeII-2476,Fe II,2477.428232538134,0.232,0.0,0.0,0.0,,,a4F-z6F*,9/2-7/2,E1,Sigut+03,,2476.68,Fe II,"Fe II$\,\lambda2476$",permitted,0.0,4180,6,a4F
FeII-2482,Fe II,2482.8674910079394,2.634,0.0,0.0,0.0,,,a4H-z4I*,13/2-13/2,E1,Sigut+03,,2482.118,Fe II,"Fe II$\,\lambda2482$",permitted,0.0,835,8,a4H
FeII-2482,Fe II,2483.408616294324,3.151,0.0,0.0,0.0,,,a4G-X4G*,11/2-9/2,E1,Sigut+03,,2482.659,Fe II,"Fe II$\,\lambda2482$",permitted,0.0,657,7,a4G
FeII-2482,Fe II,2483.415617915507,7.266,0.0,0.0,0.0,,,d2G-r2F*,9/2-7/2,E1,Sigut+03,,2482.666,Fe II,"Fe II$\,\lambda2482$",permitted,0.0,534,0,d2G
FeII-2482,Fe II,2483.618664930987,5.55,0.0,0.0,0.0,,,z4D*-4D,5/2-3/2,E1,Sigut+03,,2482.869,Fe II,"Fe II$\,\lambda2482$",permitted,0.0,622,26,z4D*
FeII-2484,Fe II,2484.9469725548192,0.232,0.0,0.0,0.0,,,a4F-z6F*,9/2-9/2,E1,Sigut+03,,2484.197,Fe II,"Fe II$\,\lambda2484$",permitted,0.0,12100,6,a4F
FeII-2484,Fe II,2485.19703047651,5.508,0.0,0.0,0.0,,,z4D*-4D,7/2-7/2,E1,Sigut+03,,2484.447,Fe II,"Fe II$\,\lambda2484$",permitted,0.0,1950,26,z4D*
FeII-2485,Fe II,2485.76016092841,6.216,0.0,0.0,0.0,,,c4F-v4F*,9/2-9/2,E1,Sigut+03,,2485.01,Fe II,"Fe II$\,\lambda2485$",permitted,0.0,1750,21,c4F
FeII-2485,Fe II,2485.8251759905556,0.301,0.0,0.0,0.0,,,a4F-z6P*,7/2-7/2,E1,Sigut+03,,2485.075,Fe II,"Fe II$\,\lambda2485$",permitted,0.0,1480,6,a4F
FeII-2486,Fe II,2487.6395964313165,6.22,0.0,0.0,0.0,,,c4F-v4F*,7/2-9/2,E1,Sigut+03,,2486.889,Fe II,"Fe II$\,\lambda2486$",permitted,0.0,548,21,c4F
FeII-2489,Fe II,2490.2361984252166,2.656,0.0,0.0,0.0,,,a4H-z4I*,11/2-11/2,E1,Sigut+03,,2489.485,Fe II,"Fe II$\,\lambda2489$",permitted,0.0,622,8,a4H
FeII-2493,Fe II,2493.937057045128,2.656,0.0,0.0,0.0,,,a4H-z4I*,11/2-13/2,E1,Sigut+03,,2493.185,Fe II,"Fe II$\,\lambda2493$",permitted,0.0,906,8,a4H
FeII-2493,Fe II,2494.012074457041,2.634,0.0,0.0,0.0,,,a4H-z4I*,13/2-15/2,E1,Sigut+03,,2493.26,Fe II,"Fe II$\,\lambda2493$",permitted,0.0,3060,8,a4H
FeII-2493,Fe II,2494.6332186390196,5.55,0.0,0.0,0.0,,,z4D*-4D,5/2-5/2,E1,Sigut+03,,2493.881,Fe II,"Fe II$\,\lambda2493$",permitted,0.0,814,26,z4D*
FeII-2498,Fe II,2499.6493837458743,2.675,0.0,0.0,0.0,,,a4H-z4I*,9/2-11/2,E1,Sigut+03,,2498.896,Fe II,"Fe II$\,\lambda2498$",permitted,0.0,760,8,a4H
FeII-2503,Fe II,2504.079413795742,3.151,0.0,0.0,0.0,,,a4G-z2H*,11/2-11/2,E1,Sigut+03,,2503.325,Fe II,"Fe II$\,\lambda2503$",permitted,0.0,623,7,a4G
FeII-2505,Fe II,2505.9708538919517,0.301,0.0,0.0,0.0,,,a4F-z6F*,7/2-5/2,E1,Sigut+03,,2505.216,Fe II,"Fe II$\,\lambda2505$",permitted,0.0,3140,6,a4F
FeII-2506,Fe II,2506.849058292869,3.198,0.0,0.0,0.0,,,a4G-X4G*,9/2-9/2,E1,Sigut+03,,2506.094,Fe II,"Fe II$\,\lambda2506$",permitted,0.0,558,7,a4G
FeII-2506,Fe II,2507.552221981656,6.22,0.0,0.0,0.0,,,c4F-X6F*,7/2-9/2,E1,Sigut+03,,2506.797,Fe II,"Fe II$\,\lambda2506$",permitted,0.0,881,21,c4F
FeII-2507,Fe II,2508.3534085197803,4.816,0.0,0.0,0.0,,,z6D*-b6D,5/2-3/2,E1,Sigut+03,,2507.598,Fe II,"Fe II$\,\lambda2507$",permitted,0.0,1280,29,z6D*
FeII-2507,Fe II,2508.442429248255,4.791,0.0,0.0,0.0,,,z6D*-b6D,7/2-5/2,E1,Sigut+03,,2507.687,Fe II,"Fe II$\,\lambda2507$",permitted,0.0,3560,29,z6D*
FeII-2509,Fe II,2510.6199364060058,4.835,0.0,0.0,0.0,,,z6D*-b6D,3/2-1/2,E1,Sigut+03,,2509.864,Fe II,"Fe II$\,\lambda2509$",permitted,0.0,520,29,z6D*
FeII-2511,Fe II,2512.1262873869014,0.301,0.0,0.0,0.0,,,a4F-z6F*,7/2-7/2,E1,Sigut+03,,2511.37,Fe II,"Fe II$\,\lambda2511$",permitted,0.0,3880,6,a4F
FeII-2511,Fe II,2512.5233799288326,2.691,0.0,0.0,0.0,,,a4H-z4I*,7/2-9/2,E1,Sigut+03,,2511.767,Fe II,"Fe II$\,\lambda2511$",permitted,0.0,626,8,a4H
FeII-2513,Fe II,2513.909703071991,4.766,0.0,0.0,0.0,,,z6D*-b6D,9/2-7/2,E1,Sigut+03,,2513.153,Fe II,"Fe II$\,\lambda2513$",permitted,0.0,3870,29,z6D*
FeII-2520,Fe II,2521.024362967161,4.816,0.0,0.0,0.0,,,z6D*-b6D,5/2-5/2,E1,Sigut+03,,2520.266,Fe II,"Fe II$\,\lambda2520$",permitted,0.0,2290,29,z6D*
FeII-2523,Fe II,2524.2011049321354,4.847,0.0,0.0,0.0,,,z6D*-b6D,1/2-3/2,E1,Sigut+03,,2523.442,Fe II,"Fe II$\,\lambda2523$",permitted,0.0,1190,29,z6D*
FeII-2525,Fe II,2526.1465595606833,2.634,0.0,0.0,0.0,,,a4H-z4H*,13/2-13/2,E1,Sigut+03,,2525.387,Fe II,"Fe II$\,\lambda2525$",permitted,0.0,922,8,a4H
FeII-2525,Fe II,2526.679684177635,4.791,0.0,0.0,0.0,,,z6D*-b6D,7/2-7/2,E1,Sigut+03,,2525.92,Fe II,"Fe II$\,\lambda2525$",permitted,0.0,11100,29,z6D*
FeII-2526,Fe II,2527.050770926718,2.582,0.0,0.0,0.0,,,b4P-y4P*,5/2-5/2,E1,Sigut+03,,2526.291,Fe II,"Fe II$\,\lambda2526$",permitted,0.0,779,19,b4P
FeII-2526,Fe II,2527.591897438108,0.352,0.0,0.0,0.0,,,a4F-z6F*,5/2-3/2,E1,Sigut+03,,2526.832,Fe II,"Fe II$\,\lambda2526$",permitted,0.0,1160,6,a4F
FeII-2529,Fe II,2529.990458375722,3.243,0.0,0.0,0.0,,,b2H-X4G*,11/2-9/2,E1,Sigut+03,,2529.23,Fe II,"Fe II$\,\lambda2529$",permitted,0.0,574,14,b2H
FeII-2529,Fe II,2530.3065323149617,2.805,0.0,0.0,0.0,,,b4F-y4F*,9/2-9/2,E1,Sigut+03,,2529.546,Fe II,"Fe II$\,\lambda2529$",permitted,0.0,537,17,b4F
FeII-2530,Fe II,2530.86166218833,4.835,0.0,0.0,0.0,,,z6D*-b6D,3/2-5/2,E1,Sigut+03,,2530.101,Fe II,"Fe II$\,\lambda2530$",permitted,0.0,5930,29,z6D*
FeII-2533,Fe II,2534.3874874075645,2.656,0.0,0.0,0.0,,,a4H-z4H*,11/2-11/2,E1,Sigut+03,,2533.626,Fe II,"Fe II$\,\lambda2533$",permitted,0.0,760,8,a4H
FeII-2536,Fe II,2537.6062412787464,2.656,0.0,0.0,0.0,,,a4H-z4H*,11/2-13/2,E1,Sigut+03,,2536.844,Fe II,"Fe II$\,\lambda2536$",permitted,0.0,860,8,a4H
FeII-2537,Fe II,2537.903310881037,4.766,0.0,0.0,0.0,,,z6D*-b6D,9/2-9/2,E1,Sigut+03,,2537.141,Fe II,"Fe II$\,\lambda2537$",permitted,0.0,3430,29,z6D*
FeII-2538,Fe II,2539.444672083727,4.816,0.0,0.0,0.0,,,z6D*-b6D,5/2-7/2,E1,Sigut+03,,2538.682,Fe II,"Fe II$\,\lambda2538$",permitted,0.0,10900,29,z6D*
FeII-2538,Fe II,2539.7557449942915,2.634,0.0,0.0,0.0,,,a4H-z4G*,13/2-11/2,E1,Sigut+03,,2538.993,Fe II,"Fe II$\,\lambda2538$",permitted,0.0,809,8,a4H
FeII-2542,Fe II,2543.0835252604834,0.386,0.0,0.0,0.0,,,a4F-z6F*,3/2-1/2,E1,Sigut+03,,2542.32,Fe II,"Fe II$\,\lambda2542$",permitted,0.0,762,6,a4F
FeII-2543,Fe II,2544.137772559546,2.675,0.0,0.0,0.0,,,a4H-z4H*,9/2-11/2,E1,Sigut+03,,2543.374,Fe II,"Fe II$\,\lambda2543$",permitted,0.0,608,8,a4H
FeII-2550,Fe II,2550.918364356517,4.791,0.0,0.0,0.0,,,z6D*-b6D,7/2-9/2,E1,Sigut+03,,2550.153,Fe II,"Fe II$\,\lambda2550$",permitted,0.0,1200,29,z6D*
FeII-2562,Fe II,2563.3032773015198,0.986,0.0,0.0,0.0,,,a4D-z4P*,7/2-5/2,E1,Sigut+03,,2562.535,Fe II,"Fe II$\,\lambda2562$",permitted,0.0,3640,5,a4D
FeII-2563,Fe II,2564.247499670706,1.04,0.0,0.0,0.0,,,a4D-z4P*,5/2-3/2,E1,Sigut+03,,2563.479,Fe II,"Fe II$\,\lambda2563$",permitted,0.0,1990,5,a4D
FeII-2566,Fe II,2567.6803084534595,1.076,0.0,0.0,0.0,,,a4D-z4P*,3/2-1/2,E1,Sigut+03,,2566.911,Fe II,"Fe II$\,\lambda2566$",permitted,0.0,1640,5,a4D
FeII-2574,Fe II,2575.139067582218,2.582,0.0,0.0,0.0,,,b4P-z4S*,5/2-3/2,E1,Sigut+03,,2574.368,Fe II,"Fe II$\,\lambda2574$",permitted,0.0,830,19,b4P
FeII-2577,Fe II,2578.6929066125354,1.096,0.0,0.0,0.0,,,a4D-z4P*,1/2-1/2,E1,Sigut+03,,2577.921,Fe II,"Fe II$\,\lambda2577$",permitted,0.0,1640,5,a4D
FeII-2579,Fe II,2579.8921898780213,5.821,0.0,0.0,0.0,,,z4P*-a4S,5/2-3/2,E1,Sigut+03,,2579.12,Fe II,"Fe II$\,\lambda2579$",permitted,0.0,786,28,z4P*
FeII-2582,Fe II,2583.3600093153605,1.076,0.0,0.0,0.0,,,a4D-z4P*,3/2-3/2,E1,Sigut+03,,2582.587,Fe II,"Fe II$\,\lambda2582$",permitted,0.0,1890,5,a4D
FeII-2585,Fe II,2586.651787637992,0.0,0.0,0.0,0.0,,,a6D-z6D*,9/2-7/2,E1,Sigut+03,,2585.878,Fe II,"Fe II$\,\lambda2585$",permitted,0.0,12100,10,a6D
FeII-2591,Fe II,2592.3181285062306,1.04,0.0,0.0,0.0,,,a4D-z4P*,5/2-5/2,E1,Sigut+03,,2591.543,Fe II,"Fe II$\,\lambda2591$",permitted,0.0,3880,5,a4D
FeII-2592,Fe II,2593.5574219525383,4.074,0.0,0.0,0.0,,,a2I-z2K*,13/2-15/2,E1,Sigut+03,,2592.782,Fe II,"Fe II$\,\lambda2592$",permitted,0.0,731,3,a2I
FeII-2593,Fe II,2594.507646996019,1.096,0.0,0.0,0.0,,,a4D-z4P*,1/2-3/2,E1,Sigut+03,,2593.732,Fe II,"Fe II$\,\lambda2593$",permitted,0.0,1620,5,a4D
FeII-2598,Fe II,2599.1457459943945,0.048,0.0,0.0,0.0,,,a6D-z6D*,7/2-5/2,E1,Sigut+03,,2598.369,Fe II,"Fe II$\,\lambda2598$",permitted,0.0,7460,10,a6D
FeII-2599,Fe II,2600.1729895226963,0.0,0.0,0.0,0.0,,,a6D-z6D*,9/2-9/2,E1,Sigut+03,,2599.396,Fe II,"Fe II$\,\lambda2599$",permitted,0.0,13800,10,a6D
FeII-2607,Fe II,2607.8698156108308,0.083,0.0,0.0,0.0,,,a6D-z6D*,5/2-3/2,E1,Sigut+03,,2607.091,Fe II,"Fe II$\,\lambda2607$",permitted,0.0,5300,10,a6D
FeII-2611,Fe II,2611.8517613000367,1.076,0.0,0.0,0.0,,,a4D-z4P*,3/2-5/2,E1,Sigut+03,,2611.072,Fe II,"Fe II$\,\lambda2611$",permitted,0.0,3520,5,a4D
FeII-2611,Fe II,2612.6559523699448,0.048,0.0,0.0,0.0,,,a6D-z6D*,7/2-7/2,E1,Sigut+03,,2611.876,Fe II,"Fe II$\,\lambda2611$",permitted,0.0,11900,10,a6D
FeII-2613,Fe II,2614.6064158957956,0.107,0.0,0.0,0.0,,,a6D-z6D*,3/2-1/2,E1,Sigut+03,,2613.826,Fe II,"Fe II$\,\lambda2613$",permitted,0.0,4090,10,a6D
FeII-2617,Fe II,2618.3983174816017,0.083,0.0,0.0,0.0,,,a6D-z6D*,5/2-5/2,E1,Sigut+03,,2617.617,Fe II,"Fe II$\,\lambda2617$",permitted,0.0,8150,10,a6D
FeII-2620,Fe II,2621.194982807476,0.107,0.0,0.0,0.0,,,a6D-z6D*,3/2-3/2,E1,Sigut+03,,2620.413,Fe II,"Fe II$\,\lambda2620$",permitted,0.0,4660,10,a6D
FeII-2621,Fe II,2622.453282259467,0.121,0.0,0.0,0.0,,,a6D-z6D*,1/2-1/2,E1,Sigut+03,,2621.671,Fe II,"Fe II$\,\lambda2621$",permitted,0.0,4260,10,a6D
FeII-2625,Fe II,2625.8420890488924,6.727,0.0,0.0,0.0,,,b4G-u4F*,5/2-3/2,E1,Sigut+03,,2625.059,Fe II,"Fe II$\,\lambda2625$",permitted,0.0,751,18,b4G
FeII-2625,Fe II,2626.27319171651,4.079,0.0,0.0,0.0,,,a2I-z2K*,11/2-13/2,E1,Sigut+03,,2625.49,Fe II,"Fe II$\,\lambda2625$",permitted,0.0,552,3,a2I
FeII-2625,Fe II,2626.451234119687,0.048,0.0,0.0,0.0,,,a6D-z6D*,7/2-9/2,E1,Sigut+03,,2625.668,Fe II,"Fe II$\,\lambda2625$",permitted,0.0,16200,10,a6D
